name,rating,reviews,industry,location
Paras Hospital,4.1,(2.4k),Healthcare,Patna +60 other locations
Mahindra Rural Housing Finance,4.0,(2.4k),NBFC,Mumbai +473 other locations
Cadila Pharmaceuticals,3.2,(2.4k),Pharma,Ahmedabad +136 other locations
Patanjali Ayurved,3.9,(2.4k),FMCG,Haridwar +300 other locations
GAO Tek,4.4,(2.4k),Electrical Equipment,New York +45 other locations
Syngene International,3.7,(2.4k),Clinical Research,Bengaluru +22 other locations
Statestreet HCL Services,3.4,(2.4k),BPO,Chennai +18 other locations
Aditya Birla Group,4.1,(2.4k),Metals & Mining,Mumbai +273 other locations
Taj Hotels Resorts and Palaces,4.2,(2.4k),Hospitality,Mumbai +114 other locations
Cholamandalam MS General Insurance,3.7,(2.4k),Insurance,Chennai +394 other locations
Bureau Veritas,3.8,(2.4k),Other,Mumbai +150 other locations
RMSI,3.5,(2.4k),IT Services & Consulting,Hyderabad +25 other locations
3i Infotech,3.4,(2.4k),IT Services & Consulting,Mumbai +131 other locations
Info Edge,3.8,(2.4k),Internet,Noida +70 other locations
Newgen Software Technologies,4.1,(2.4k),IT Services & Consulting,Noida +32 other locations
Delhi Public School,3.7,(2.4k),Education & Training,New Delhi +277 other locations
Axis Direct,3.7,(2.4k),Financial Services,Mumbai +270 other locations
Capgemini Engineering,3.3,(2.4k),IT Services & Consulting,Bengaluru +28 other locations
Aavas Financiers,3.9,(2.4k),NBFC,Jaipur +296 other locations
Cybage,3.7,(2.4k),IT Services & Consulting,Pune +15 other locations
Straive,3.3,(2.3k),IT Services & Consulting,Chennai +32 other locations
KocharTech,3.6,(2.3k),IT Services & Consulting,Kolkata +25 other locations
Sopra Steria,3.9,(2.3k),IT Services & Consulting,Noida +19 other locations
Xoriant,4.0,(2.3k),IT Services & Consulting,Pune +23 other locations
Lodha,4.2,(2.3k),Real Estate,Mumbai +29 other locations
Kia India,3.9,(2.3k),Automobile,Anantapur +190 other locations
Apollo Pharmacy,3.7,(2.3k),Pharma,Hyderabad +289 other locations
GVK Emergency Management and Research Institute,3.6,(2.3k),Non-Profit,Lucknow +216 other locations
TCE,3.8,(2.3k),Engineering & Construction,Mumbai +133 other locations
Akums Drugs & Pharmaceuticals Limited,4.2,(2.3k),Pharma,Haridwar +39 other locations
Sobha,3.8,(2.3k),Real Estate,Bengaluru +39 other locations
Isgec Heavy Engineering,3.8,(2.3k),Engineering & Construction,Noida +225 other locations
Eureka Forbes,3.6,(2.3k),Consumer Electronics & Appliances,Mumbai +185 other locations
Lifestyle,4.2,(2.3k),Retail,Bengaluru +129 other locations
SBI Securities,3.6,(2.3k),Financial Services,Mumbai +321 other locations
Bharat Petroleum,4.2,(2.3k),Oil & Gas,Mumbai +263 other locations
Team Computers,3.6,(2.3k),IT Services & Consulting,New Delhi +108 other locations
Endurance Technologies Limited,3.9,(2.3k),Auto Components,Chhatrapati Sambhajinagar +51 other locations
Star Union Dai-ichi Life Insurance,3.8,(2.3k),Insurance,Mumbai +329 other locations
Panasonic Life Solutions India,4.0,(2.3k),Consumer Electronics & Appliances,Mumbai +168 other locations
Radisson Hotels,4.0,(2.3k),Hospitality,New Delhi +131 other locations
Daikin Airconditioning India Pvt. Ltd.,4.2,(2.3k),Consumer Electronics & Appliances,Neemrana +108 other locations
Myntra,3.8,(2.3k),Internet,Bengaluru +102 other locations
BNP Paribas,3.7,(2.3k),Banking,Mumbai +27 other locations
Unacademy,2.9,(2.3k),EdTech,Bengaluru +73 other locations
AWL Agri Business,4.1,(2.3k),FMCG,Ahmedabad +204 other locations
Bharti AXA Life Insurance,3.6,(2.2k),Insurance,Mumbai +245 other locations
SBI General Insurance,3.5,(2.2k),Insurance,Mumbai +294 other locations
Cisco,4.1,(2.2k),Hardware & Networking,Bengaluru +47 other locations
Renault Nissan Technology & Business Centre India,3.7,(2.2k),Automobile,Chennai +21 other locations
Lava International,3.8,(2.2k),Consumer Electronics & Appliances,Noida +223 other locations
Coromandel International,4.1,(2.2k),Agro Chemicals,Visakhapatnam +186 other locations
Allstate,3.7,(2.2k),Insurance,Pune +17 other locations
Sify Technologies,3.6,(2.2k),IT Services & Consulting,Chennai +135 other locations
Whirlpool,4.0,(2.2k),Consumer Electronics & Appliances,Pune +172 other locations
ValueLabs,3.4,(2.2k),IT Services & Consulting,Hyderabad +21 other locations
GlaxoSmithKline Pharmaceuticals,4.1,(2.2k),Pharma,Bengaluru +216 other locations
Ambuja Cements,3.8,(2.2k),Building Material,Mumbai +260 other locations
Meesho,3.7,(2.2k),Internet,Bengaluru +133 other locations
Indian Railways,4.2,(2.2k),Railways,Kolkata +250 other locations
Shahi Exports,3.9,(2.2k),Fashion & Textile,Bengaluru +71 other locations
Henry Harvin Education,3.9,(2.2k),EdTech,Noida +34 other locations
Mercedes-Benz Research and Development India,3.6,(2.2k),IT Services & Consulting,Bengaluru +53 other locations
Bank of Baroda,3.5,(2.2k),Banking,Mumbai +301 other locations
Spark Minda,3.8,(2.2k),Auto Components,Pune +77 other locations
Generali Central Life Insurance,3.4,(2.2k),Insurance,Mumbai +208 other locations
Nokia Networks,4.1,(2.2k),Hardware & Networking,Bengaluru +86 other locations
Poonawalla Fincorp,3.5,(2.2k),NBFC,Pune +266 other locations
Life Insurance Corporation of India,4.4,(2.2k),Insurance,New Delhi +478 other locations
JK Tyre,3.8,(2.2k),Auto Components,Chennai +148 other locations
Brakes India,3.9,(2.2k),Auto Components,Chennai +100 other locations
Jio Platforms,3.4,(2.1k),IT Services & Consulting,Mumbai +105 other locations
Manipal Hospitals,4.0,(2.2k),Healthcare,Bengaluru +66 other locations
Cargill,3.9,(2.1k),Food Processing,Bengaluru +124 other locations
upGrad,3.3,(2.1k),EdTech,Bengaluru +51 other locations
Saint-Gobain,3.8,(2.1k),Building Material,Mumbai +104 other locations
Microsoft Corporation,3.8,(2.1k),Software Product,Bengaluru +46 other locations
FirstCry,3.5,(2.1k),Retail,Pune +213 other locations
Nuvoco Vistas,4.1,(2.1k),Building Material,Kolkata +203 other locations
CAMS,3.6,(2.1k),Financial Services,Chennai +109 other locations
BHEL,4.2,(2.1k),Electrical Equipment,Bengaluru +136 other locations
Power Mech Projects,3.8,(2.1k),Engineering & Construction,Hyderabad +151 other locations
Kotak Securities,3.5,(2.1k),Financial Services,Mumbai +143 other locations
Infinite Computer Solutions,3.2,(2.1k),IT Services & Consulting,Bengaluru +36 other locations
NTT DATA Business Solutions,4.1,(2.1k),IT Services & Consulting,Bengaluru +32 other locations
Force Motors,3.7,(2.1k),Automobile,Pune +106 other locations
Pfizer,3.9,(2.1k),Pharma,Visakhapatnam +133 other locations
CitiusTech,3.1,(2.1k),IT Services & Consulting,Mumbai +17 other locations
Huawei Technologies,4.1,(2.1k),Telecom,Bengaluru +104 other locations
"Maruti Suzuki India Limited, Hansalpur",4.2,(2.1k),Automobile,Ahmedabad +108 other locations
Simplex Infrastructures,3.4,(2.1k),Engineering & Construction,Kolkata +137 other locations
IndusInd General Insurance,3.6,(2.1k),Insurance,Mumbai +197 other locations
ITC Hotels,4.1,(2.1k),Hospitality,Bengaluru +94 other locations
Reliance Trends,4.1,(2.1k),Retail,Bengaluru +396 other locations
Biological E,4.2,(2.1k),Pharma,Hyderabad +74 other locations
Morgan Stanley,3.6,(2.1k),Financial Services,Mumbai +19 other locations
Raymond Lifestyle Limited,4.1,(2.1k),Fashion & Textile,Mumbai +150 other locations
SGS,3.7,(2.1k),Engineering & Construction,Mumbai +148 other locations
Delphi TVS,3.8,(2.1k),Auto Components,Chennai +61 other locations
EPAM Systems,3.7,(2.1k),IT Services & Consulting,Hyderabad +36 other locations
K12 Techno Services,3.7,(2.1k),EdTech,Bengaluru +43 other locations
Ola Cabs,3.2,(2.1k),Internet,Bengaluru +112 other locations
Renault-Nissan,4.1,(2k),Automobile,Chennai +85 other locations
Extramarks Education,3.3,(2k),EdTech,Noida +112 other locations
YASH Technologies,3.7,(2k),IT Services & Consulting,Hyderabad +32 other locations
Aditya Birla Health Insurance Co,3.7,(2k),Insurance,Mumbai +256 other locations
Narayana Health,4.0,(2k),Healthcare,Bengaluru +65 other locations
Novartis,4.2,(2k),Pharma,Hyderabad +75 other locations
Shadowfax Technologies,3.5,(2k),Logistics,Bengaluru +250 other locations
Senco Gold,4.4,(2k),Jewellery,Kolkata +83 other locations
Trent,3.9,(2k),Retail,Mumbai +150 other locations
IDBI Bank,3.3,(2k),Banking,Mumbai +338 other locations
Provana,4.1,(2k),BPO,Noida +12 other locations
HSBC Electronic Data Processing,4.0,(2k),IT Services & Consulting,Bengaluru +19 other locations
AECOM,4.2,(2k),Engineering & Construction,Gurugram +124 other locations
Haier Appliances India,3.9,(2k),Consumer Electronics & Appliances,Pune +164 other locations
SAP,4.1,(2k),Software Product,Bengaluru +53 other locations
Honeywell Automation,3.8,(2k),Industrial Automation,Pune +78 other locations
R.R. Donnelley,3.6,(2k),Marketing & Advertising,Chennai +26 other locations
Ninjacart,3.8,(2k),Internet,Bengaluru +114 other locations
Ninjacart,3.8,(2k),Internet,Bengaluru +114 other locations
L&T Energy Hydrocarbon,3.8,(2k),Engineering & Construction,Vadodara +89 other locations
Motherson Automotive Technologies and Engineering,3.7,(2k),Auto Components,Chennai +67 other locations
State Street Syntel,3.7,(2k),Financial Services,Pune +21 other locations
Paisabazaar.com,3.4,(2k),Internet,Gurugram +35 other locations
NCR Voyix,3.4,(2k),IT Services & Consulting,Hyderabad +89 other locations
Uflex,3.8,(2k),Packaging,Noida +48 other locations
Globiva,3.0,(2k),BPO,Gurugram +30 other locations
CMS Infosystems,3.5,(2k),Software Product,Mumbai +223 other locations
V-Guard,4.3,(2k),Consumer Electronics & Appliances,Kochi +171 other locations
Spinny,3.6,(2k),Internet,Gurugram +62 other locations
Microland,3.5,(2k),IT Services & Consulting,Bengaluru +46 other locations
Dr Lal PathLabs,4.2,(2k),Healthcare,New Delhi +201 other locations
Aye Finance,4.1,(2k),NBFC,Gurugram +379 other locations
Adecco Group,3.8,(1.9k),Recruitment,Bengaluru +185 other locations
Crisil,3.5,(1.9k),Analytics & KPO,Mumbai +81 other locations
CNH (Case New Holland),3.7,(1.9k),Industrial Machinery,Gurugram +141 other locations
Philips,3.8,(1.9k),Medical Equipment,Bengaluru +97 other locations
Aadhar Housing Finance,4.0,(1.9k),NBFC,Mumbai +331 other locations
Gabriel India Limited,4.1,(1.9k),Auto Components,Pune +52 other locations
TELUS Digital,3.5,(1.9k),IT Services & Consulting,Noida +27 other locations
Angel One,3.5,(1.9k),FinTech,Mumbai +133 other locations
Parle Products,3.9,(1.9k),FMCG,Mumbai +248 other locations
HTC Global Services,3.4,(1.9k),IT Services & Consulting,Chennai +32 other locations
DHL Supply Chain,4.2,(1.9k),Logistics,Mumbai +100 other locations
Tata Power,3.9,(1.9k),Power,Mumbai +155 other locations
G R Infraprojects,4.1,(1.9k),Engineering & Construction,Gurugram +160 other locations
Thomson Reuters,3.7,(1.9k),Software Product,Bengaluru +27 other locations
CSB Bank,3.2,(1.9k),Banking,Mumbai +236 other locations
Iris Software,3.7,(1.9k),IT Services & Consulting,Noida +23 other locations
NTPC,4.2,(1.9k),Power,New Delhi +124 other locations
Google,4.4,(1.9k),Software Product,Bengaluru +86 other locations
Trident Group,3.2,(1.9k),Hospitality,Barnala +58 other locations
ICICI Home Finance,3.7,(1.9k),Financial Services,Mumbai +221 other locations
Lucas-TVS,3.9,(1.9k),Auto Components,Chennai +78 other locations
Safexpress,3.9,(1.9k),Logistics,New Delhi +158 other locations
Verizon,3.5,(1.9k),Telecom,Hyderabad +12 other locations
Infinx,3.7,(1.9k),Software Product,Hyderabad +36 other locations
PI Industries,3.8,(1.9k),Agro Chemicals,Vadodara +108 other locations
Godrej Properties,3.6,(1.9k),Real Estate,Mumbai +35 other locations
NeoSOFT,3.3,(1.9k),IT Services & Consulting,Mumbai +25 other locations
Tekwissen,4.9,(1.9k),IT Services & Consulting,Visakhapatnam +5 other locations
Torrent Power,3.8,(1.9k),Power,Ahmedabad +61 other locations
Polycab Wires,4.0,(1.9k),Electrical Equipment,Vadodara +167 other locations
Jindal Saw,4.0,(1.9k),Iron & Steel,Mundra +78 other locations
Hindustan Aeronautics,4.3,(1.9k),Defence & Aerospace,Bengaluru +64 other locations
Tata Tele Business Services,3.5,(1.9k),Telecom,Mumbai +136 other locations
Medi Assist India,3.5,(1.9k),Insurance,Bengaluru +67 other locations
TVS Sundram Fasteners,3.6,(1.9k),Auto Components,Chennai +64 other locations
Aragen Life Sciences,3.9,(1.9k),Clinical Research,Hyderabad +29 other locations
AXA Global Business Services,3.7,(1.9k),IT Services & Consulting,Pune +12 other locations
Fusion CX,3.2,(1.9k),BPO,Kolkata +59 other locations
KENT RO Systems,3.7,(1.9k),Consumer Electronics & Appliances,Noida +153 other locations
Capri Global Capital,3.6,(1.9k),NBFC,New Delhi +340 other locations
Infra.Market,3.9,(1.9k),Building Material,Mumbai +134 other locations
First American (India),3.5,(1.8k),Insurance,Bengaluru +22 other locations
Orchids International School,3.9,(1.8k),Education & Training,Bengaluru +35 other locations
AkzoNobel,4.1,(1.8k),Chemicals,Pune +160 other locations
Digit Insurance,3.6,(1.8k),Insurance,Bengaluru +93 other locations
Honda Cars,4.3,(1.8k),Automobile,Bhiwadi +114 other locations
Haldiram Foods International Limited,3.8,(1.8k),FMCG,Nagpur +170 other locations
DIVI'S Laboratories,3.6,(1.8k),Pharma,Visakhapatnam +38 other locations
Hindustan Petroleum,4.2,(1.8k),Oil & Gas,Mumbai +259 other locations
Innovsource Services,3.9,(1.8k),Recruitment,Mumbai +253 other locations
Sterling & Wilson,4.1,(1.8k),Engineering & Construction,Mumbai +132 other locations
MetLife,4.0,(1.8k),Insurance,Noida +44 other locations
Cafe Coffee Day,3.7,(1.8k),Hospitality,Bengaluru +104 other locations
Adani Green Energy,3.9,(1.8k),Power,Ahmedabad +116 other locations
Rungta Mines,4.0,(1.8k),Metals & Mining,Chaibasa +58 other locations
Air India,3.4,(1.8k),Aviation,New Delhi +67 other locations
SS&C TECHNOLOGIES,3.2,(1.8k),IT Services & Consulting,Mumbai +30 other locations
Stellar Migration,1.3,(1.8k),Other,Dubai +7 other locations
USHA International,4.0,(1.8k),Consumer Electronics & Appliances,Gurugram +150 other locations
Reckitt Benckiser,3.9,(1.8k),FMCG,Gurugram +138 other locations
LivSpace,3.3,(1.8k),Architecture & Interior Design,Bengaluru +53 other locations
USV,4.0,(1.8k),Pharma,Mumbai +107 other locations
Tata Communications Transformation Services,3.8,(1.8k),Telecom,Pune +95 other locations
Pine Labs,3.2,(1.8k),FinTech,Noida +122 other locations
XBP Global,3.2,(1.8k),Internet,Chennai +23 other locations
Kalyan Jewellers,4.4,(1.8k),Jewellery,Thrissur +159 other locations
Annapurna Finance,3.8,(1.8k),NBFC,Bhubaneswar +406 other locations
HDFC Securities,3.4,(1.8k),Financial Services,Mumbai +185 other locations
BT Business,3.9,(1.8k),Telecom,Gurugram +13 other locations
Security and Intelligence Services (India),4.0,(1.7k),Law Enforcement & Security,New Delhi +195 other locations
Granules India Limited,3.8,(1.7k),Pharma,Hyderabad +23 other locations
Vedantu,3.2,(1.7k),EdTech,Bengaluru +73 other locations
Bata,3.5,(1.7k),Fashion & Textile,Gurugram +150 other locations
BVG India,4.2,(1.7k),Facility Management Services,Pune +139 other locations
Hitachi Astemo,4.1,(1.7k),Auto Components,Neemrana +54 other locations
Orange Business,4.1,(1.7k),IT Services & Consulting,Gurugram +52 other locations
Future Retail,4.4,(1.7k),Retail,Mumbai +197 other locations
Dhani Loans and Services,3.8,(1.7k),NBFC,Gurugram +185 other locations
Cushman & Wakefield,4.1,(1.7k),Real Estate,Gurugram +44 other locations
Mother Dairy Fruit & Vegetable,4.0,(1.7k),Hospitality,New Delhi +129 other locations
TTEC India,3.7,(1.7k),BPO,Ahmedabad +35 other locations
IIFL SAMASTA,3.7,(1.7k),NBFC,Bengaluru +413 other locations
Metro Cash & Carry,4.0,(1.7k),Retail,Bengaluru +89 other locations
HighRadius,2.5,(1.7k),Software Product,Hyderabad +15 other locations
NielsenIQ,3.4,(1.7k),Analytics & KPO,Chennai +55 other locations
Caterpillar Inc,4.1,(1.7k),Industrial Machinery,Chennai +43 other locations
Medanta the Medicity,4.0,(1.7k),Healthcare,Gurugram +50 other locations
FactSet,3.7,(1.7k),Analytics & KPO,Hyderabad +16 other locations
Sysnet Global Technologies,3.7,(1.7k),IT Services & Consulting,New Delhi +154 other locations
Indian Navy,4.6,(1.7k),Defence & Aerospace,Mumbai +76 other locations
NEC,4.0,(1.7k),IT Services & Consulting,Noida +54 other locations
Health Care Global Enterprises,4.4,(1.7k),Healthcare,Bengaluru +53 other locations
Cavinkare,3.9,(1.7k),FMCG,Chennai +172 other locations
Frankfinn Institute of Air Hostess Training,3.9,(1.7k),Education & Training,Gurugram +61 other locations
KONE,4.1,(1.7k),Industrial Machinery,Chennai +76 other locations
Patanjali Foods,3.7,(1.7k),FMCG,Haridwar +240 other locations
Compass Group Support Services,4.0,(1.7k),Hospitality,Bengaluru +78 other locations
L.G.Balakrishnan & Bros,3.5,(1.7k),Auto Components,Coimbatore +63 other locations
Tata 1mg,3.6,(1.7k),Internet,Gurugram +65 other locations
Rane (Madras),3.9,(1.7k),Auto Components,Chennai +58 other locations
Clover Infotech,3.4,(1.7k),IT Services & Consulting,Mumbai +23 other locations
Yamaha Motor,4.1,(1.7k),Automobile,Chennai +155 other locations
DHL Express,4.1,(1.7k),Logistics,Mumbai +90 other locations
MagicBricks,3.9,(1.7k),Internet,Noida +35 other locations
BA Continuum,3.9,(1.7k),IT Services & Consulting,Hyderabad +17 other locations
ReNew,4.2,(1.7k),Power,Gurugram +105 other locations
JSW Bhushan Power & Steel,4.0,(1.7k),Iron & Steel,Jharsuguda +64 other locations
CG Power and Industrial Solutions,3.8,(1.6k),Electrical Equipment,Bhopal +91 other locations
Vardhman Fabrics,4.0,(1.6k),Fashion & Textile,Baddi +65 other locations
Shriram Life Insurance,3.5,(1.6k),Insurance,Hyderabad +339 other locations
Suryoday Small Finance Bank,3.9,(1.6k),Banking,Mumbai +233 other locations
Procter & Gamble,4.0,(1.6k),FMCG,Mumbai +255 other locations
Johnson & Johnson,3.9,(1.6k),Healthcare,Mumbai +169 other locations
Belrise Industries,3.7,(1.6k),Auto Components,Pune +56 other locations
Matrimony.com,3.9,(1.6k),Internet,Chennai +63 other locations
Toyota Kirloskar Motor,4.3,(1.6k),Automobile,Bengaluru +92 other locations
Wipro Enterprises Ltd,3.8,(1.6k),FMCG,Bengaluru +121 other locations
CMA CGM,4.0,(1.6k),Ports & Shipping,Chennai +37 other locations
Arvind Group,4.0,(1.6k),Fashion & Textile,Ahmedabad +91 other locations
Coronis Ajuba Solutions,3.9,(1.6k),BPO,Chennai +31 other locations
Krishna Maruti,3.8,(1.6k),Auto Components,Gurugram +53 other locations
Goldman Sachs,3.4,(1.6k),Financial Services,Bengaluru +22 other locations
Chegg,4.1,(1.6k),EdTech,New Delhi +78 other locations
Veritas Finance,4.2,(1.6k),NBFC,Chennai +301 other locations
HERE Technologies,3.8,(1.6k),IT Services & Consulting,Mumbai +19 other locations
Marico,3.8,(1.6k),FMCG,Mumbai +187 other locations
Dixon Technologies,3.9,(1.6k),Electronics Manufacturing,Noida +47 other locations
Godrej Industries Group,3.9,(1.6k),Real Estate,Mumbai +152 other locations
Hero Motors Company,3.9,(1.6k),Automobile,Ghaziabad +228 other locations
Tata Play,4.0,(1.6k),Broadcasting,Mumbai +224 other locations
Welspun Living Limited,3.9,(1.6k),Fashion & Textile,Anjar +87 other locations
Sanofi,4.0,(1.6k),Pharma,Hyderabad +92 other locations
Teva Pharmaceuticals,3.9,(1.6k),Pharma,Bengaluru +53 other locations
Satin Creditcare Network,3.9,(1.6k),NBFC,Gurugram +333 other locations
Urban Company,3.3,(1.6k),Internet,Gurugram +60 other locations
iOPEX Technologies,3.1,(1.6k),IT Services & Consulting,Chennai +15 other locations
Supreme Industries,4.1,(1.6k),Petrochemicals,Gwalior +126 other locations
Labmentix,4.5,(1.6k),Bengaluru +32 other locations,
Emami,3.8,(1.6k),FMCG,Kolkata +170 other locations
ZF Commercial Vehicle Control Systems,3.8,(1.6k),Auto Components,Chennai +50 other locations
IndiaFirst Life Insurance,3.8,(1.6k),Insurance,Mumbai +250 other locations
Wockhardt,3.7,(1.6k),Pharma,Chhatrapati Sambhajinagar +84 other locations
Asahi India Glass,3.8,(1.6k),Auto Components,Chennai +90 other locations
Mercer,3.6,(1.6k),Management Consulting,New Delhi +17 other locations
PharmEasy,3.7,(1.6k),Internet,Bengaluru +69 other locations
Relaxo Footwear,4.0,(1.6k),Fashion & Textile,New Delhi +160 other locations
Broadridge Financial Solutions,3.8,(1.6k),FinTech,Hyderabad +15 other locations
Cemindia Projects,4.2,(1.6k),Engineering & Construction,Kolkata +88 other locations
KFC,4.0,(1.6k),Hospitality,New Delhi +174 other locations
Kotak Mahindra Prime,3.9,(1.6k),NBFC,Mumbai +177 other locations
mPokket,4.5,(1.6k),NBFC,Kolkata +22 other locations
IFB,3.6,(1.6k),Consumer Electronics & Appliances,Bengaluru +178 other locations
Marriott International,4.1,(1.6k),Hospitality,Bengaluru +91 other locations
Lumax Industries,3.9,(1.6k),Auto Components,Gurugram +43 other locations
Amul India,4.0,(1.5k),Hospitality,Ahmedabad +207 other locations
Gujarat Fluorochemicals,3.9,(1.5k),Chemicals,Bharuch +31 other locations
Honda,4.0,(1.5k),Automobile,Gurugram +229 other locations
Tata Consumer Products,3.5,(1.5k),FMCG,Bengaluru +230 other locations
Nayara Energy,4.2,(1.5k),Oil & Gas,Jamnagar +98 other locations
Muthoot Microfin,4.2,(1.5k),NBFC,Kochi +416 other locations
Bajaj Capital,3.6,(1.5k),Financial Services,New Delhi +172 other locations
SHYAM METALICS AND ENERGY,3.4,(1.5k),Metals & Mining,Kolkata +77 other locations
Patra India,3.5,(1.5k),BPO,Visakhapatnam +27 other locations
Suguna Foods,3.9,(1.5k),Food Processing,Coimbatore +207 other locations
Hinduja Leyland Finance,3.9,(1.5k),NBFC,Chennai +299 other locations
Karur Vysya Bank,3.5,(1.5k),Banking,Chennai +194 other locations
Bisleri,4.2,(1.5k),Beverage,Mumbai +183 other locations
Dainik Bhaskar Group,4.1,(1.5k),Printing & Publishing,Bhopal +136 other locations
American Broadcasting Company,4.0,(1.5k),Engineering & Construction,Bengaluru +98 other locations
XL Dynamics,3.6,(1.5k),IT Services & Consulting,Mumbai +31 other locations
Tesco,3.6,(1.5k),Retail,Bengaluru +17 other locations
Evalueserve,3.0,(1.5k),Analytics & KPO,Gurugram +15 other locations
Steel Strips Wheels,3.7,(1.5k),Auto Components,Chennai +51 other locations
Oracle Cerner,3.3,(1.5k),Software Product,Bengaluru +7 other locations
GE VERNOVA,4.1,(1.5k),Power,Bengaluru +85 other locations
SAI Life Sciences,3.9,(1.5k),Clinical Research,Hyderabad +26 other locations
Piramal Pharma,3.9,(1.5k),Pharma,Mumbai +83 other locations
Canara Bank,3.6,(1.5k),Banking,Bengaluru +227 other locations
Sonata Software,3.4,(1.5k),IT Services & Consulting,Bengaluru +17 other locations
GMR Group,3.9,(1.5k),Engineering & Construction,New Delhi +75 other locations
Page Industries,4.1,(1.5k),Fashion & Textile,Bengaluru +167 other locations
Ashoka Buildcon,4.1,(1.5k),Engineering & Construction,Nashik +156 other locations
Tanishq,4.1,(1.5k),Jewellery,Kolkata +239 other locations
HCL Infosystems,4.0,(1.5k),IT Services & Consulting,Noida +104 other locations
QualityKiosk Technologies,3.2,(1.5k),IT Services & Consulting,Mumbai +21 other locations
Wheelseye Technology,3.4,(1.5k),Internet,Gurugram +223 other locations
Wheelseye Technology,3.4,(1.5k),Internet,Gurugram +223 other locations
Gland Pharma,3.9,(1.5k),Pharma,Hyderabad +35 other locations
Max Fashion,4.0,(1.5k),Retail,Bengaluru +153 other locations
Acuity Analytics,3.1,(1.5k),Analytics & KPO,Bengaluru +17 other locations
V5 Global Services,3.9,(1.5k),Recruitment,New Delhi +220 other locations
PNB Housing Finance,3.7,(1.5k),NBFC,New Delhi +171 other locations
Heritage Foods,4.1,(1.5k),Food Processing,Hyderabad +124 other locations
Airtel Payments Bank,3.8,(1.5k),Banking,Gurugram +337 other locations
Valeo,3.9,(1.5k),Auto Components,Chennai +23 other locations
Daimler India Commercial Vehicles,3.9,(1.5k),Automobile,Chennai +50 other locations
Honeywell Technology Solutions,3.6,(1.5k),Industrial Automation,Bengaluru +18 other locations
Indoco Remedies,3.5,(1.5k),Pharma,Mumbai +84 other locations
ISS Facility Services,4.0,(1.5k),Facility Management Services,Mumbai +65 other locations
Amneal Pharmaceuticals,4.2,(1.5k),Pharma,Ahmedabad +45 other locations
Aon,3.8,(1.5k),Management Consulting,Gurugram +25 other locations
Chandigarh University,4.3,(1.5k),Education & Training,Chandigarh +47 other locations
SBFC Finance,3.8,(1.5k),NBFC,Mumbai +219 other locations
Apco Infratech,3.7,(1.5k),Engineering & Construction,Mumbai +95 other locations
Happiest Minds Technologies,3.4,(1.5k),IT Services & Consulting,Bengaluru +17 other locations
Oberoi Group of Hotels,4.0,(1.5k),Hospitality,New Delhi +40 other locations
Taurus BPO Services,4.0,(1.5k),BPO,Pune +23 other locations
ALTEN,3.5,(1.5k),IT Services & Consulting,Bengaluru +28 other locations
Apexon,3.3,(1.5k),IT Services & Consulting,Bengaluru +23 other locations
NIIT,3.5,(1.5k),Education & Training,Gurugram +102 other locations
Altimetrik,3.5,(1.5k),IT Services & Consulting,Bengaluru +15 other locations
Chetu,3.7,(1.4k),Software Product,Noida +14 other locations
Narayana Educational Society,3.6,(1.4k),Education & Training,Hyderabad +147 other locations
Bharat Forge,3.7,(1.4k),Auto Components,Pune +28 other locations
Hyatt Regency,4.0,(1.4k),Hospitality,New Delhi +52 other locations
Aumovio,3.8,(1.4k),Auto Components,Bengaluru +21 other locations
Jaquar,4.1,(1.4k),Building Material,Gurugram +118 other locations
AB InBev India,3.3,(1.4k),Beverage,Bengaluru +79 other locations
Morningstar,3.7,(1.4k),Financial Services,Mumbai +18 other locations
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.4k),Auto Components,Pune +48 other locations
Indegene,3.3,(1.4k),Analytics & KPO,Bengaluru +33 other locations
Acmegrade,3.9,(1.4k),EdTech,Bengaluru +22 other locations
Sony,4.2,(1.4k),Consumer Electronics & Appliances,New Delhi +143 other locations
Tieto,4.1,(1.4k),IT Services & Consulting,Pune +13 other locations
Agilus Diagnostics,4.1,(1.4k),Healthcare,Mumbai +136 other locations
Fusion Finance,3.9,(1.4k),NBFC,New Delhi +348 other locations
Slk Software Services,3.2,(1.4k),IT Services & Consulting,Bengaluru +15 other locations
Amara Raja Energy & Mobility,4.0,(1.4k),Auto Components,Tirupati +94 other locations
City Union Bank,2.9,(1.4k),Banking,Chennai +197 other locations
Nykaa,3.4,(1.4k),Internet,Mumbai +116 other locations
MedPlus,3.5,(1.4k),Retail,Hyderabad +147 other locations
Adobe,3.7,(1.4k),Software Product,Bengaluru +22 other locations
VOIS,3.8,(1.4k),IT Services & Consulting,Pune +21 other locations
Vfs Global Services,3.4,(1.4k),IT Services & Consulting,Mumbai +32 other locations
Tata Group,4.2,(1.4k),IT Services & Consulting,Mumbai +167 other locations
Hire In Global,4.9,(1.4k),Recruitment,Mumbai +63 other locations
Xiaomi,3.8,(1.4k),Consumer Electronics & Appliances,Bengaluru +213 other locations
DCM Shriram,4.1,(1.4k),Chemicals,Bharuch +110 other locations
Tenarai,3.5,(1.4k),Emerging Technologies,Bengaluru +23 other locations
VLCC,3.3,(1.4k),Beauty & Personal Care,New Delhi +110 other locations
